Manufacturer,Model,Vehicle_Type,Fuel_Type,Transmission,Region,Year,Engine_Size,Horsepower,MPG,Price,Mileage,Age,Sales
Honda,Civic,SUV,Diesel,Automatic,South,2016,5.6,495,35.8,62038.0,142269,8,23837.0
Volkswagen,Golf,Sedan,Gasoline,Automatic,South,2020,4.7,320,36.2,24413.0,134821,4,17733.0
Kia,Rio,Coupe,Hybrid,Manual,West,2020,1.7,210,49.7,43403.0,92961,4,23685.0
Hyundai,Accent,Sedan,Diesel,Automatic,Central,2015,3.4,364,48.6,33744.0,39873,9,24702.0
Kia,Sportage,Sedan,Gasoline,Automatic,West,2020,2.6,235,27.5,79146.0,88614,4,13614.0
BMW,5 Series,Sedan,Gasoline,Automatic,North,2023,5.9,435,21.5,42001.0,30184,1,28432.0
Honda,HR-V,Sedan,Gasoline,Automatic,East,2022,5.9,417,30.2,19412.0,111922,2,21767.0
Hyundai,Accent,Sedan,Gasoline,CVT,East,2019,2.6,122,26.5,41729.0,21778,5,14205.0
Mercedes-Benz,C-Class,Sedan,Gasoline,Automatic,South,2018,2.8,448,53.0,35888.0,135775,6,26882.0
Hyundai,Accent,SUV,Hybrid,CVT,South,2020,4.0,158,25.6,53973.0,123041,4,9814.0
BMW,5 Series,Sedan,Gasoline,Automatic,North,2019,3.4,365,22.2,29695.0,131672,5,15154.0
Volkswagen,Passat,Truck,Hybrid,Automatic,West,2020,2.1,239,51.0,17338.0,25240,4,35162.0
Honda,HR-V,Sedan,Gasoline,Automatic,Central,2017,4.3,480,18.5,21232.0,103261,7,21058.0
Mercedes-Benz,GLC,Sedan,Diesel,Automatic,North,2021,2.7,215,25.4,33405.0,93893,3,10136.0
BMW,X5,Sedan,Gasoline,Automatic,East,2022,4.3,303,32.6,37641.0,10231,2,26570.0
BMW,7 Series,Coupe,Gasoline,Automatic,East,2019,2.9,257,38.8,69239.0,135648,5,16708.0
Toyota,Camry,SUV,Diesel,CVT,West,2019,4.5,429,28.1,32555.0,11982,5,30536.0
Honda,HR-V,Truck,Gasoline,CVT,North,2018,4.3,295,34.8,17047.0,56885,6,18301.0
Hyundai,Tucson,Sedan,Hybrid,CVT,Central,2019,3.5,311,23.0,65748.0,130125,5,16806.0
Ford,Focus,Coupe,Diesel,CVT,North,2022,4.5,140,38.0,71480.0,88183,2,5589.0
Volkswagen,Passat,Sedan,Diesel,Automatic,North,2019,3.3,458,31.3,47000.0,30488,5,26633.0
Ford,Mustang,Sedan,Gasoline,Automatic,West,2023,1.6,106,49.0,33520.0,59116,1,15527.0
Hyundai,Accent,SUV,Gasoline,Automatic,Central,2015,1.9,449,31.6,65189.0,88577,9,24898.0
Hyundai,Accent,SUV,Gasoline,Automatic,East,2021,2.2,471,32.8,15578.0,23631,3,37370.0
Honda,Fit,Hatchback,Diesel,Manual,South,2019,1.3,204,38.7,75062.0,73062,5,15605.0
Hyundai,Accent,Sedan,Gasoline,CVT,Central,2018,4.6,407,19.9,71260.0,59061,6,18994.0
Toyota,Prius,Hatchback,Gasoline,Manual,East,2017,2.8,144,21.3,50414.0,83877,7,9801.0
Mercedes-Benz,C-Class,SUV,Gasoline,Manual,West,2021,1.5,137,46.6,33043.0,111838,3,15934.0
Hyundai,Tucson,SUV,Gasoline,Automatic,Central,2016,5.1,263,25.9,17135.0,67363,8,21067.0
Ford,Mustang,Sedan,Gasoline,Automatic,Central,2019,4.4,180,42.4,79989.0,25692,5,18141.0
Hyundai,Tucson,Sedan,Gasoline,Automatic,East,2016,3.3,440,18.9,64535.0,128072,8,16827.0
Toyota,Prius,Hatchback,Gasoline,CVT,East,2021,2.2,157,47.9,37016.0,115849,3,13275.0
Kia,Sorento,SUV,Gasoline,CVT,North,2020,1.8,401,54.5,16253.0,6590,4,36966.0
Kia,Rio,Truck,Gasoline,Automatic,North,2021,3.3,222,29.9,56554.0,98471,3,15854.0
BMW,5 Series,Hatchback,Diesel,Automatic,Central,2023,5.4,294,35.2,79149.0,79123,1,15408.0
Volkswagen,Jetta,Sedan,Gasoline,Automatic,South,2016,1.9,292,32.7,60960.0,75728,8,17605.0
Chevrolet,Tahoe,SUV,Gasoline,Automatic,West,2023,3.8,485,50.8,20441.0,62943,1,40257.0
Mercedes-Benz,GLE,Truck,Gasoline,CVT,East,2021,5.8,203,15.4,41148.0,71734,3,16541.0
Audi,A6,Sedan,Gasoline,Automatic,North,2016,4.2,211,41.1,22097.0,77092,8,14672.0
BMW,7 Series,Sedan,Gasoline,Automatic,West,2016,3.2,231,41.1,74290.0,122216,8,13808.0
Volkswagen,Jetta,SUV,Hybrid,Automatic,Central,2018,4.6,195,30.3,36477.0,75859,6,16653.0
Kia,Sorento,SUV,Hybrid,CVT,East,2016,5.1,182,23.8,62669.0,3973,8,23120.0
Ford,F-150,Truck,Gasoline,Automatic,East,2015,4.0,269,24.6,20505.0,42144,9,19142.0
Audi,Q7,Sedan,Hybrid,Manual,North,2020,5.4,148,47.0,23347.0,77395,4,16422.0
Volkswagen,Golf,Hatchback,Gasoline,Automatic,South,2019,3.6,472,17.6,59167.0,98503,5,21449.0
Volkswagen,Atlas,Sedan,Gasoline,Automatic,East,2017,5.2,234,37.6,69826.0,16338,7,23278.0
BMW,X5,SUV,Electric,Automatic,South,2015,5.8,364,27.3,28094.0,19797,9,31484.0
Audi,Q5,SUV,Hybrid,Manual,West,2023,3.5,298,25.6,42192.0,147634,1,18811.0
Honda,Fit,Sedan,Electric,CVT,East,2022,4.0,382,35.2,55262.0,99483,2,28424.0
Chevrolet,Equinox,Sedan,Gasoline,Automatic,East,2020,4.0,134,50.9,66758.0,148323,4,10993.0
Honda,Accord,Truck,Gasoline,Automatic,South,2020,4.9,443,39.7,55833.0,98298,4,29734.0
Audi,TT,Coupe,Diesel,Manual,North,2018,5.1,303,46.5,21203.0,144594,6,12431.0
Honda,Accord,Sedan,Diesel,Manual,Central,2016,1.1,340,39.0,50283.0,20024,8,21797.0
Toyota,Prius,SUV,Gasoline,Automatic,West,2018,4.7,448,42.9,72499.0,41625,6,34423.0
Kia,Optima,SUV,Hybrid,Automatic,East,2016,4.9,422,32.3,71422.0,43032,8,28969.0
Toyota,RAV4,Sedan,Diesel,Manual,North,2021,4.5,142,52.0,53026.0,115470,3,9132.0
Hyundai,Sonata,Truck,Gasoline,Automatic,East,2023,4.6,363,35.1,79720.0,37065,1,30958.0
Honda,HR-V,Coupe,Diesel,CVT,West,2016,1.2,476,37.1,21833.0,8038,8,33416.0
Hyundai,Accent,Sedan,Diesel,CVT,Central,2023,3.2,177,36.0,46109.0,62049,1,9908.0
Ford,F-150,Hatchback,Gasoline,Automatic,East,2023,5.1,135,27.6,65383.0,137804,1,1937.0
Mercedes-Benz,C-Class,Sedan,Electric,Manual,South,2022,5.7,482,24.2,24167.0,124367,2,27156.0
Ford,Mustang,Truck,Gasoline,Automatic,North,2015,2.1,403,18.0,78229.0,111463,9,19331.0
Audi,Q5,SUV,Gasoline,Manual,Central,2019,3.9,273,43.7,38013.0,122688,5,17618.0
Volkswagen,Passat,SUV,Hybrid,Manual,East,2018,5.0,234,26.6,37759.0,59502,6,20331.0
Kia,Sportage,SUV,Electric,Automatic,Central,2021,4.8,429,30.6,28858.0,103894,3,31420.0
Honda,Civic,Sedan,Hybrid,CVT,South,2022,4.1,239,51.8,33721.0,56525,2,30024.0
BMW,7 Series,Truck,Hybrid,Manual,East,2022,1.1,154,37.7,52543.0,55462,2,20086.0
Mercedes-Benz,S-Class,Truck,Diesel,CVT,Central,2016,4.6,351,18.9,42908.0,45033,8,20031.0
Chevrolet,Malibu,Sedan,Electric,Automatic,East,2017,4.9,378,47.0,27570.0,114451,7,29217.0
Chevrolet,Malibu,Coupe,Gasoline,Automatic,East,2021,4.6,279,25.2,67594.0,126425,3,13623.0
Chevrolet,Equinox,Sedan,Hybrid,Manual,Central,2018,4.8,112,37.1,19046.0,41523,6,13242.0
Honda,HR-V,Truck,Hybrid,CVT,East,2020,3.2,303,35.4,69252.0,41206,4,28906.0
Chevrolet,Tahoe,Sedan,Gasoline,Automatic,South,2022,6.0,408,24.5,32871.0,46598,2,23422.0
Toyota,Corolla,Sedan,Diesel,Automatic,Central,2022,4.9,162,19.6,47234.0,16257,2,10245.0
Mercedes-Benz,GLE,Sedan,Diesel,Automatic,Central,2021,3.9,173,23.5,39769.0,62310,3,10021.0
Toyota,Camry,SUV,Hybrid,Automatic,South,2016,5.7,406,18.9,52089.0,24980,8,29727.0
Volkswagen,Atlas,SUV,Gasoline,Manual,South,2016,5.5,254,26.0,66739.0,125433,8,11734.0
Mercedes-Benz,E-Class,SUV,Hybrid,Manual,South,2017,5.1,106,54.9,79306.0,51546,7,25408.0
Toyota,Highlander,Sedan,Gasoline,CVT,East,2018,3.8,474,31.1,34894.0,54110,6,30319.0
Mercedes-Benz,S-Class,SUV,Gasoline,Manual,East,2015,3.6,405,49.6,50997.0,74360,9,32803.0
Volkswagen,Tiguan,Truck,Hybrid,Automatic,West,2019,2.6,442,37.0,45290.0,137507,5,26540.0
Hyundai,Elantra,Truck,Diesel,Manual,East,2021,2.3,252,41.7,79930.0,88340,3,20573.0
Honda,Fit,Sedan,Gasoline,Manual,South,2019,3.6,143,21.3,67579.0,126260,5,2378.0
Honda,Fit,Sedan,Gasoline,CVT,West,2021,3.9,135,26.0,40810.0,45309,3,10488.0
Chevrolet,Equinox,Truck,Hybrid,Automatic,South,2019,2.2,196,35.4,45997.0,38910,5,21205.0
Ford,Explorer,Sedan,Electric,Automatic,North,2022,5.6,264,50.2,30987.0,74386,2,28672.0
Chevrolet,Malibu,Sedan,Electric,Automatic,Central,2021,3.8,333,16.7,64091.0,59394,3,22372.0
Audi,A4,Sedan,Hybrid,Automatic,North,2015,3.6,202,35.3,69939.0,95419,9,15230.0
Toyota,Corolla,SUV,Gasoline,Automatic,South,2015,3.2,480,17.0,77724.0,27997,9,25194.0
Mercedes-Benz,C-Class,SUV,Gasoline,Manual,East,2019,1.3,106,33.3,51779.0,50275,5,17167.0
Ford,Focus,SUV,Gasoline,Manual,Central,2016,5.4,193,40.2,58594.0,143816,8,13699.0
Volkswagen,Golf,Sedan,Gasoline,Automatic,East,2023,2.6,220,44.8,43994.0,31137,1,22190.0
Audi,A4,Truck,Gasoline,Automatic,East,2016,4.2,464,20.5,54593.0,104604,8,26499.0
Volkswagen,Golf,Sedan,Gasoline,CVT,Central,2023,4.0,136,21.7,37669.0,140147,1,100.0
Honda,Accord,Coupe,Diesel,Automatic,Central,2016,3.9,120,33.8,62950.0,129063,8,1791.0
Honda,HR-V,SUV,Gasoline,Automatic,North,2018,3.6,197,54.9,16476.0,13617,6,28041.0
Chevrolet,Equinox,SUV,Hybrid,Automatic,South,2017,1.9,401,29.2,16850.0,74442,7,29275.0
Toyota,Highlander,Sedan,Electric,Automatic,East,2020,2.4,120,32.1,61548.0,114929,4,9545.0
Ford,Focus,Sedan,Diesel,Automatic,South,2018,3.6,331,32.3,75494.0,118962,6,11676.0
Kia,Rio,SUV,Hybrid,Manual,South,2023,4.9,453,18.2,56096.0,95280,1,27148.0
Audi,A6,SUV,Hybrid,CVT,West,2023,3.2,171,46.0,62224.0,116915,1,19088.0
Audi,A6,Sedan,Gasoline,Manual,North,2023,2.0,451,25.1,68556.0,96917,1,23333.0
Chevrolet,Silverado,Hatchback,Gasoline,Automatic,East,2017,1.4,151,43.1,38509.0,109501,7,12420.0
Honda,Accord,Hatchback,Gasoline,Automatic,Central,2017,4.3,321,34.0,22027.0,75471,7,21815.0
Chevrolet,Silverado,SUV,Gasoline,CVT,Central,2018,3.1,384,39.5,75651.0,122343,6,25955.0
Mercedes-Benz,GLC,Hatchback,Hybrid,CVT,South,2023,1.6,424,17.2,76007.0,105718,1,21847.0
Ford,Explorer,Sedan,Electric,Automatic,North,2020,4.4,266,50.6,43720.0,15878,4,35088.0
Toyota,RAV4,Sedan,Electric,Automatic,North,2023,2.0,382,24.8,29116.0,58804,1,27600.0
Hyundai,Sonata,Sedan,Gasoline,Manual,East,2022,3.5,304,41.8,73003.0,94556,2,21284.0
BMW,5 Series,SUV,Electric,Automatic,East,2021,2.5,466,46.9,61048.0,127494,3,39629.0
BMW,3 Series,Sedan,Gasoline,Automatic,South,2019,5.7,237,36.6,15535.0,114410,5,12027.0
Chevrolet,Tahoe,Hatchback,Hybrid,Automatic,South,2023,2.1,135,28.5,22002.0,70936,1,10373.0
Mercedes-Benz,C-Class,Sedan,Gasoline,Automatic,South,2018,3.1,194,54.1,78908.0,94551,6,17993.0
Ford,Explorer,Sedan,Gasoline,Automatic,West,2018,5.8,115,26.1,17478.0,68645,6,9558.0
Kia,Forte,Coupe,Gasoline,Automatic,North,2022,2.6,336,52.9,33366.0,82285,2,26540.0
BMW,X5,Sedan,Hybrid,Automatic,South,2018,4.2,263,21.2,50652.0,63235,6,15268.0
Ford,Escape,Sedan,Gasoline,Manual,North,2021,2.6,189,30.6,26983.0,105647,3,9909.0
Toyota,Camry,SUV,Gasoline,Manual,Central,2018,1.6,207,20.5,30084.0,4041,6,15832.0
Volkswagen,Tiguan,Sedan,Electric,Automatic,Central,2015,4.1,183,15.1,37943.0,9176,9,16018.0
Mercedes-Benz,GLC,Sedan,Electric,CVT,North,2023,5.6,354,25.4,32521.0,50276,1,29323.0
Honda,Accord,Sedan,Gasoline,Automatic,Central,2018,3.3,264,18.5,67218.0,40764,6,14874.0
Ford,F-150,SUV,Hybrid,Automatic,Central,2017,4.1,299,54.5,47518.0,80064,7,27937.0
Toyota,Highlander,Hatchback,Gasoline,Automatic,Central,2017,4.0,423,45.5,33110.0,111469,7,20896.0
Kia,Optima,Coupe,Gasoline,Manual,East,2023,3.1,414,15.1,35351.0,128454,1,14561.0
Hyundai,Elantra,Sedan,Gasoline,Automatic,East,2022,4.1,256,23.9,17591.0,30029,2,18725.0
Honda,Fit,SUV,Gasoline,Automatic,North,2021,2.3,130,41.8,18210.0,69180,3,16561.0
Hyundai,Tucson,SUV,Diesel,Manual,North,2021,2.9,165,30.9,61664.0,28646,3,13628.0
Kia,Sorento,Hatchback,Diesel,Automatic,West,2018,3.2,188,48.3,22339.0,32201,6,20791.0
Toyota,Highlander,Sedan,Gasoline,Manual,East,2017,5.3,358,35.2,45927.0,146626,7,13589.0
BMW,X5,SUV,Hybrid,Manual,North,2018,2.7,352,41.1,69754.0,76225,6,29664.0
Hyundai,Tucson,Truck,Hybrid,CVT,East,2020,4.2,333,38.9,38949.0,45707,4,30751.0
Honda,Civic,Hatchback,Gasoline,Automatic,West,2018,2.1,206,40.5,37474.0,62272,6,19885.0
Chevrolet,Equinox,Sedan,Gasoline,Automatic,North,2018,2.3,168,24.2,71748.0,125162,6,7447.0
Audi,A4,Sedan,Diesel,CVT,North,2016,4.2,377,29.9,71215.0,141735,8,9105.0
Ford,Escape,Sedan,Hybrid,Manual,North,2021,4.8,435,17.0,72209.0,129628,3,20856.0
BMW,X5,Sedan,Diesel,Manual,North,2020,3.3,300,38.5,52174.0,21640,4,24831.0
Hyundai,Elantra,SUV,Diesel,Automatic,South,2016,2.7,152,33.4,76900.0,10321,8,18959.0
Volkswagen,Atlas,Truck,Gasoline,Automatic,East,2019,5.6,340,45.4,68233.0,92524,5,25379.0
Ford,Mustang,SUV,Diesel,Automatic,East,2020,1.7,431,23.3,42016.0,119523,4,23066.0
Chevrolet,Tahoe,Sedan,Gasoline,Automatic,East,2019,4.6,274,32.5,55921.0,22370,5,21284.0
Kia,Sorento,Sedan,Electric,Automatic,West,2018,4.5,141,22.2,22916.0,8426,6,16965.0
Audi,A6,Sedan,Hybrid,Automatic,South,2023,4.5,359,39.6,50837.0,114722,1,24460.0
Toyota,Prius,Sedan,Gasoline,Automatic,East,2017,5.7,468,48.9,32105.0,29310,7,35936.0
Chevrolet,Tahoe,Truck,Gasoline,Automatic,East,2016,4.6,309,45.6,33431.0,139602,8,22504.0
Chevrolet,Tahoe,Sedan,Hybrid,Automatic,North,2023,2.5,141,52.8,23172.0,110523,1,16033.0
Kia,Rio,Sedan,Gasoline,Automatic,North,2022,2.8,452,53.9,38283.0,26078,2,37152.0
Mercedes-Benz,S-Class,SUV,Diesel,Automatic,North,2023,3.0,269,45.9,46290.0,137050,1,15307.0
Kia,Forte,SUV,Hybrid,Automatic,East,2017,1.2,481,26.5,54023.0,89727,7,33938.0
Mercedes-Benz,E-Class,SUV,Hybrid,Automatic,North,2015,5.6,358,23.8,34817.0,142947,9,19924.0
Mercedes-Benz,S-Class,Coupe,Gasoline,Automatic,East,2015,1.4,436,32.9,66496.0,76218,9,20175.0
BMW,7 Series,Sedan,Diesel,Manual,West,2017,4.5,303,54.8,48862.0,82625,7,26308.0
BMW,X3,Truck,Electric,Automatic,West,2018,4.7,494,31.5,56473.0,135919,6,32196.0
Honda,Fit,Sedan,Electric,Manual,Central,2016,5.2,436,23.0,33079.0,10532,8,31832.0
Hyundai,Sonata,Sedan,Hybrid,CVT,South,2022,3.8,262,52.8,67919.0,9316,2,35478.0
Hyundai,Santa Fe,Hatchback,Electric,Manual,North,2017,4.6,204,30.4,55578.0,9791,7,19711.0
Toyota,Highlander,Sedan,Diesel,Automatic,North,2018,2.5,277,42.6,71053.0,65774,6,19829.0
Hyundai,Santa Fe,SUV,Gasoline,Automatic,South,2020,4.7,290,46.5,25397.0,143877,4,19626.0
BMW,X5,Sedan,Diesel,Manual,South,2020,2.7,223,48.7,39743.0,15072,4,21121.0
Honda,CR-V,SUV,Gasoline,CVT,Central,2016,5.5,297,47.9,22346.0,75931,8,27631.0
Honda,Fit,Truck,Gasoline,CVT,South,2020,1.8,198,48.4,29009.0,4631,4,25194.0
Mercedes-Benz,GLE,Coupe,Gasoline,Automatic,East,2018,2.6,105,41.7,40646.0,84082,6,9446.0
Kia,Forte,Coupe,Hybrid,Manual,North,2019,3.5,387,31.2,73148.0,14939,5,29852.0
Toyota,Highlander,SUV,Hybrid,CVT,South,2021,4.9,366,41.7,51208.0,6474,3,39230.0
Mercedes-Benz,S-Class,Sedan,Diesel,Manual,East,2021,4.7,142,48.5,36475.0,126485,3,9935.0
Kia,Sorento,Truck,Gasoline,Automatic,South,2020,2.1,394,29.0,63548.0,102765,4,24693.0
Hyundai,Tucson,Truck,Gasoline,Automatic,East,2020,1.7,240,26.9,16279.0,101869,4,18688.0
Mercedes-Benz,E-Class,Sedan,Gasoline,Automatic,West,2020,2.5,368,28.7,39056.0,93729,4,24454.0
Ford,Escape,SUV,Hybrid,Automatic,East,2018,3.4,138,37.1,54054.0,63784,6,22000.0
Hyundai,Accent,Coupe,Gasoline,Manual,Central,2017,3.7,261,17.1,52910.0,33232,7,15943.0
Kia,Optima,SUV,Gasoline,CVT,East,2015,3.1,294,46.2,54491.0,10226,9,32852.0
Toyota,Corolla,Sedan,Gasoline,CVT,South,2017,4.3,423,20.6,28748.0,54492,7,20262.0
Kia,Forte,Coupe,Hybrid,Automatic,West,2017,3.1,203,20.3,36910.0,92897,7,12573.0
Mercedes-Benz,S-Class,Sedan,Hybrid,Manual,West,2023,5.7,344,22.9,75552.0,49962,1,25785.0
Mercedes-Benz,S-Class,Sedan,Hybrid,Automatic,East,2017,2.3,164,38.1,78308.0,5909,7,23754.0
Chevrolet,Equinox,Truck,Gasoline,Manual,South,2022,4.1,300,26.4,35282.0,22362,2,22585.0
Toyota,Corolla,SUV,Gasoline,Manual,West,2022,4.1,468,29.7,56893.0,6629,2,37634.0
Volkswagen,Passat,Truck,Gasoline,Automatic,East,2017,2.4,341,52.3,30684.0,147854,7,25907.0
Hyundai,Tucson,Sedan,Gasoline,Automatic,East,2020,3.1,106,48.9,38954.0,56852,4,16883.0
Honda,HR-V,Sedan,Gasoline,Automatic,East,2022,2.8,318,49.1,66502.0,109315,2,20953.0
Toyota,RAV4,Sedan,Gasoline,Automatic,West,2022,1.9,102,38.1,47577.0,73134,2,11193.0
Honda,Fit,Hatchback,Gasoline,CVT,North,2023,3.4,441,49.7,70223.0,31633,1,35581.0
Toyota,Camry,SUV,Gasoline,Automatic,South,2023,2.9,404,46.1,55868.0,93391,1,30699.0
Toyota,Highlander,Sedan,Gasoline,Automatic,Central,2022,1.9,413,53.1,55880.0,21922,2,31660.0
Kia,Forte,Sedan,Diesel,Automatic,Central,2021,3.2,383,17.6,17202.0,11432,3,21732.0
Toyota,Prius,Sedan,Electric,CVT,South,2017,3.1,470,16.1,63729.0,26560,7,28953.0
Chevrolet,Camaro,SUV,Hybrid,Automatic,North,2021,1.7,121,22.0,78561.0,103563,3,8378.0
Volkswagen,Jetta,Sedan,Gasoline,Automatic,South,2018,1.7,193,52.2,45747.0,104794,6,14780.0
Mercedes-Benz,C-Class,SUV,Gasoline,Manual,East,2016,4.2,456,39.2,25308.0,20537,8,33254.0
Audi,A4,SUV,Hybrid,Automatic,South,2022,4.5,170,32.0,78504.0,28343,2,18250.0
Honda,Fit,Truck,Gasoline,Automatic,South,2016,5.7,469,35.5,33858.0,147197,8,21903.0
Mercedes-Benz,E-Class,Truck,Hybrid,Manual,West,2015,1.4,321,48.2,41598.0,52408,9,32760.0
Audi,A4,SUV,Diesel,Automatic,Central,2019,1.6,112,52.2,20029.0,121009,5,12261.0
Volkswagen,Atlas,Sedan,Electric,CVT,Central,2023,1.3,104,44.2,22204.0,140649,1,11398.0
Volkswagen,Golf,Truck,Hybrid,Automatic,East,2019,3.7,121,45.4,29077.0,31085,5,22779.0
Honda,CR-V,Truck,Hybrid,Automatic,East,2016,4.1,482,27.8,50650.0,100918,8,30265.0
Honda,CR-V,Sedan,Hybrid,Automatic,West,2018,3.0,408,33.7,51256.0,112933,6,24270.0
Volkswagen,Atlas,Hatchback,Gasoline,Manual,East,2022,5.0,394,50.4,54406.0,66307,2,29244.0
Audi,A6,Sedan,Gasoline,Automatic,North,2021,4.4,136,46.4,52948.0,97266,3,13514.0
Toyota,Camry,Sedan,Gasoline,Automatic,West,2019,5.9,130,42.4,47190.0,51348,5,18601.0
Hyundai,Accent,Sedan,Gasoline,Automatic,West,2018,1.7,161,17.6,67136.0,63636,6,7618.0
Ford,F-150,Hatchback,Gasoline,Automatic,South,2019,1.3,320,16.6,75703.0,63738,5,16295.0
Mercedes-Benz,S-Class,SUV,Gasoline,Manual,South,2021,2.4,458,20.2,32534.0,40701,3,27328.0
Kia,Sportage,Truck,Hybrid,CVT,North,2019,1.1,180,38.3,23463.0,83917,5,19901.0
Mercedes-Benz,C-Class,Sedan,Gasoline,Manual,West,2022,5.7,482,36.5,42631.0,27004,2,39601.0
Kia,Sorento,SUV,Gasoline,Automatic,West,2021,2.5,332,52.7,16717.0,8963,3,37419.0
Audi,A6,SUV,Gasoline,Automatic,South,2021,3.8,105,42.8,72416.0,39131,3,19282.0
Kia,Sorento,Coupe,Diesel,Manual,Central,2023,2.6,204,26.8,30581.0,66699,1,10621.0
Honda,Accord,Sedan,Gasoline,CVT,Central,2022,2.2,436,21.5,50704.0,126517,2,18122.0
Hyundai,Elantra,Sedan,Electric,Automatic,South,2022,1.8,261,49.0,22481.0,72477,2,27064.0
Hyundai,Elantra,Sedan,Diesel,Automatic,East,2020,2.6,442,33.4,50962.0,88328,4,21324.0
Honda,Accord,Coupe,Diesel,Automatic,West,2021,4.1,151,41.1,17535.0,70592,3,12783.0
Chevrolet,Malibu,SUV,Gasoline,Automatic,North,2022,5.9,257,37.6,64972.0,3693,2,26861.0
Audi,TT,SUV,Gasoline,Automatic,Central,2019,3.8,112,19.3,77102.0,93462,5,5902.0
Chevrolet,Tahoe,SUV,Hybrid,CVT,East,2016,3.7,285,17.3,34953.0,66308,8,20900.0
Chevrolet,Tahoe,Hatchback,Gasoline,Automatic,West,2021,1.2,321,30.1,31784.0,131795,3,17192.0
Mercedes-Benz,GLE,Coupe,Gasoline,Automatic,East,2017,5.2,340,29.5,44120.0,148674,7,14225.0
Volkswagen,Jetta,Truck,Gasoline,Automatic,West,2022,1.2,408,42.0,55298.0,115393,2,27424.0
Mercedes-Benz,GLE,Sedan,Electric,CVT,West,2020,5.5,247,40.3,27283.0,144426,4,20106.0
Volkswagen,Golf,Sedan,Gasoline,Automatic,South,2018,3.7,489,53.8,67215.0,102841,6,30869.0
Ford,Mustang,Hatchback,Hybrid,Automatic,South,2016,1.8,154,49.3,27905.0,46375,8,18350.0
Kia,Optima,SUV,Gasoline,Automatic,North,2021,3.3,158,34.9,15356.0,115298,3,11148.0
Volkswagen,Jetta,Sedan,Diesel,Automatic,North,2015,6.0,297,35.0,49076.0,63924,9,17393.0
Honda,Fit,SUV,Hybrid,Manual,East,2021,2.5,197,42.0,22485.0,98234,3,18190.0
Mercedes-Benz,GLC,Hatchback,Gasoline,Automatic,South,2021,2.3,255,19.6,60386.0,140995,3,8093.0
Audi,A4,SUV,Gasoline,Automatic,West,2017,1.6,349,55.0,25886.0,91013,7,30970.0
Kia,Forte,SUV,Gasoline,Manual,South,2018,4.0,496,35.8,68130.0,112013,6,31318.0
Ford,Mustang,Coupe,Gasoline,Automatic,West,2018,1.4,279,51.4,45574.0,95728,6,22518.0
Volkswagen,Tiguan,SUV,Hybrid,Automatic,South,2018,4.8,173,53.7,51808.0,73572,6,22327.0
Ford,Escape,Sedan,Gasoline,CVT,West,2023,5.6,160,38.3,27128.0,144160,1,10408.0
Audi,TT,Hatchback,Hybrid,Automatic,East,2020,5.7,144,19.1,24535.0,122219,4,7111.0
Chevrolet,Malibu,Hatchback,Gasoline,Manual,South,2023,1.5,234,37.9,56034.0,105618,1,16303.0
Hyundai,Elantra,Coupe,Gasoline,Manual,Central,2018,3.8,309,38.9,31605.0,57514,6,22733.0
Audi,Q5,Truck,Hybrid,CVT,Central,2021,1.5,185,46.6,40085.0,61749,3,21930.0
BMW,3 Series,Sedan,Diesel,Automatic,West,2023,3.9,369,16.9,46164.0,23506,1,20886.0
Audi,TT,Hatchback,Gasoline,Automatic,East,2017,5.1,391,33.7,29926.0,2399,7,29871.0
Ford,Mustang,Sedan,Diesel,Automatic,West,2017,3.7,363,51.9,66703.0,17758,7,30320.0
Honda,HR-V,Coupe,Gasoline,Automatic,East,2020,5.4,367,54.7,76063.0,116284,4,21470.0
Mercedes-Benz,GLE,Hatchback,Hybrid,Automatic,North,2022,5.0,324,22.7,43073.0,31913,2,25363.0
Honda,HR-V,SUV,Gasoline,CVT,South,2015,2.4,315,49.8,74641.0,99049,9,21198.0
Ford,Mustang,Coupe,Gasoline,CVT,East,2018,4.2,461,20.9,72374.0,59153,6,24766.0
Mercedes-Benz,E-Class,Truck,Hybrid,Automatic,West,2022,1.0,330,48.6,25793.0,109816,2,26931.0
BMW,7 Series,Sedan,Gasoline,Automatic,North,2020,3.0,289,26.1,26270.0,91605,4,12829.0
Hyundai,Tucson,Truck,Gasoline,Automatic,West,2016,2.2,241,53.4,46031.0,85342,8,25783.0
Kia,Rio,Sedan,Gasoline,CVT,Central,2022,5.7,276,42.8,49181.0,51875,2,24683.0
Ford,Mustang,SUV,Hybrid,Automatic,Central,2015,3.0,150,31.0,37173.0,114262,9,12944.0
Volkswagen,Jetta,Sedan,Electric,Automatic,South,2015,4.3,289,26.2,35340.0,53420,9,22152.0
Ford,F-150,SUV,Hybrid,CVT,South,2021,4.7,104,24.4,43039.0,71561,3,13008.0
Ford,F-150,Coupe,Gasoline,Automatic,North,2017,4.9,310,42.2,59881.0,124808,7,19146.0
Mercedes-Benz,S-Class,Hatchback,Diesel,Manual,Central,2022,4.7,294,50.8,20486.0,4240,2,29653.0
Toyota,Corolla,Sedan,Gasoline,Automatic,East,2023,2.4,100,45.2,61188.0,111353,1,12002.0
Audi,Q5,SUV,Gasoline,Manual,Central,2022,4.4,203,48.4,75206.0,118210,2,20271.0
Toyota,RAV4,SUV,Electric,Automatic,South,2015,3.7,460,46.3,64628.0,145952,9,31922.0
